Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
4782,513.3,8m 33.3s,41.58313827,-109.29516355,Auto Landing,80.4,24.5,,,0.2,0.1,0.0,0.0,2.5,0.8,41.58314402,-109.2951586,19,5,65,11.43,0.011,3.815,3.811,3.804,0,-0.1,1.8,2.1,1.5,-47.4,312.6,1024,1024,1024,1024,1024,,Cruise,,,
4783,513.4,8m 33.4s,41.58313817,-109.29516375,Auto Landing,80.1,24.4,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,65,11.43,0.011,3.815,3.811,3.804,0,0,1.7,2.7,2.6,-47.1,312.9,1024,1024,1024,1024,1024,,Cruise,,,
4784,513.5,8m 33.5s,41.58313808,-109.2951639,Auto Landing,79.4,24.2,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,65,11.43,0.011,3.815,3.811,3.804,0,0,1.7,2.9,2.1,-46.8,313.2,1024,1024,1024,1024,1024,,Cruise,,,
4785,513.6,8m 33.6s,41.58313798,-109.29516398,Auto Landing,78.7,24.0,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,65,11.43,0.011,3.815,3.811,3.804,0,0,1.7,2.1,2.8,-46.7,313.3,1024,1024,1024,1024,1024,,Cruise,,,
4786,513.7,8m 33.7s,41.58313789,-109.29516398,Auto Landing,78.1,23.8,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.43,0.011,3.815,3.811,3.804,0,0,1.8,1.1,2,-46.5,313.5,1024,1024,1024,1024,1024,,Cruise,,,
4787,513.8,8m 33.8s,41.5831378,-109.2951639,Auto Landing,77.4,23.6,,,0.0,0.0,1.1,0.5,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.43,0.011,3.815,3.811,3.804,0,0,1.8,1.6,3.2,-47,313,1024,1024,1024,1024,1024,,Cruise,,,
4788,513.9,8m 33.9s,41.5831377,-109.29516374,Auto Landing,77.1,23.5,,,0.2,0.1,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.43,0.011,3.815,3.811,3.804,0,0.1,1.8,1.6,1.2,-47.3,312.7,1024,1024,1024,1024,1024,,Cruise,,,
4789,514,8m 34s,41.5831376,-109.2951635,Auto Landing,76.4,23.3,,,0.3,0.1,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.43,0.011,3.815,3.811,3.804,-0.1,0.1,1.8,-2.2,-2.1,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4790,514.1,8m 34.1s,41.58313748,-109.29516335,Auto Landing,75.8,23.1,,,0.2,0.1,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.43,0.011,3.815,3.811,3.804,-0.1,0,1.8,-4.3,1.4,-46.9,313.1,1024,1024,1024,1024,1024,,Cruise,,,
4791,514.2,8m 34.2s,41.58313739,-109.29516331,Auto Landing,75.1,22.9,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,18,5,65,11.43,0.011,3.815,3.811,3.804,0,0,1.7,-1,3.8,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4792,514.3,8m 34.3s,41.58313733,-109.29516332,Auto Landing,74.5,22.7,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,18,5,65,11.43,0.011,3.815,3.811,3.804,0,0,1.7,0.2,3.2,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4793,514.4,8m 34.4s,41.58313732,-109.29516332,Auto Landing,73.8,22.5,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.7,-0.9,3,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4794,514.5,8m 34.5s,41.58313734,-109.29516333,Auto Landing,73.2,22.3,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.6,-1.5,2.8,-47,313,1024,1024,1024,1024,1024,,Cruise,,,
4795,514.6,8m 34.6s,41.58313739,-109.29516336,Auto Landing,72.8,22.2,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,18,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.6,-0.4,1.3,-47,313,1024,1024,1024,1024,1024,,Cruise,,,
4796,514.7,8m 34.7s,41.58313744,-109.29516339,Auto Landing,72.2,22.0,,,0.0,0.0,1.1,0.5,2.7,0.8,41.58314402,-109.2951586,18,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.6,-1.2,0.2,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4797,514.8,8m 34.8s,41.5831375,-109.2951635,Auto Landing,71.5,21.8,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.7,-1.5,1.9,-47.6,312.4,1024,1024,1024,1024,1024,,Cruise,,,
4798,514.9,8m 34.9s,41.58313758,-109.29516367,Auto Landing,70.9,21.6,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.6,-1,3,-47.9,312.1,1024,1024,1024,1024,1024,,Cruise,,,
4799,515,8m 35s,41.58313767,-109.29516386,Auto Landing,70.5,21.5,,,0.2,0.1,1.1,0.5,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0.1,0,1.6,1,1,-48,312,1024,1024,1024,1024,1024,,Cruise,,,
4800,515.1,8m 35.1s,41.58313775,-109.29516402,Auto Landing,69.9,21.3,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.5,3.4,0,-47.7,312.3,1024,1024,1024,1024,1024,,Cruise,,,
4801,515.2,8m 35.2s,41.58313779,-109.29516418,Auto Landing,69.2,21.1,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.5,4.1,2,-47.5,312.5,1024,1024,1024,1024,1024,,Cruise,,,
4802,515.3,8m 35.3s,41.58313781,-109.29516427,Auto Landing,68.9,21.0,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.5,2.8,5,-47.8,312.2,1024,1024,1024,1024,1024,,Cruise,,,
4803,515.4,8m 35.4s,41.5831378,-109.29516429,Auto Landing,68.2,20.8,,,0.0,0.0,1.1,0.5,2.8,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.5,1.4,2.2,-47.4,312.6,1024,1024,1024,1024,1024,,Cruise,,,
4804,515.5,8m 35.5s,41.58313782,-109.29516425,Auto Landing,67.6,20.6,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.6,-0.6,1.6,-47.6,312.4,1024,1024,1024,1024,1024,,Cruise,,,
4805,515.6,8m 35.6s,41.58313787,-109.29516421,Auto Landing,67.3,20.5,,,0.2,0.1,1.1,0.5,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0.1,0,1.5,-1.7,1,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4806,515.7,8m 35.7s,41.58313798,-109.29516419,Auto Landing,66.6,20.3,,,0.2,0.1,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0.1,0,1.4,0.2,-2.1,-46.7,313.3,1024,1024,1024,1024,1024,,Cruise,,,
4807,515.8,8m 35.8s,41.5831381,-109.29516426,Auto Landing,66.3,20.2,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.4,0.8,-1.5,-46.6,313.4,1024,1024,1024,1024,1024,,Cruise,,,
4808,516,8m 36s,41.58313821,-109.29516454,Auto Landing,65.0,19.8,,,0.2,0.1,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,-0.1,1.5,2.7,0.8,-47.3,312.7,1024,1024,1024,1024,1024,,Cruise,,,
4809,516.2,8m 36.2s,41.58313812,-109.29516477,Auto Landing,64.0,19.5,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.4,3.1,2.2,-47,313,1024,1024,1024,1024,1024,,Cruise,,,
4810,516.4,8m 36.4s,41.58313796,-109.29516492,Auto Landing,63.0,19.2,,,0.0,0.0,0.0,0.0,2.8,0.9,41.58314402,-109.2951586,19,5,65,11.41,0.022,3.815,3.802,3.793,0,0,1.4,2,4.1,-47.1,312.9,1024,1024,1024,1024,1024,,Cruise,,,
4811,516.5,8m 36.5s,41.58313789,-109.2951649,Auto Landing,62.3,19.0,,,0.0,0.0,0.0,0.0,2.8,0.9,41.58314402,-109.2951586,19,5,65,11.424,0.013,3.815,3.807,3.802,0,0,1.5,0.4,5.1,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4812,516.6,8m 36.6s,41.58313788,-109.29516483,Auto Landing,62.0,18.9,,,0.0,0.0,0.0,0.0,2.8,0.9,41.58314402,-109.2951586,19,5,65,11.424,0.013,3.815,3.807,3.802,0,0,1.4,-0.2,3.4,-47.1,312.9,1024,1024,1024,1024,1024,,Cruise,,,
4813,516.7,8m 36.7s,41.58313792,-109.29516475,Auto Landing,61.4,18.7,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,65,11.424,0.013,3.815,3.807,3.802,0,0,1.4,0,1.4,-47.3,312.7,1024,1024,1024,1024,1024,,Cruise,,,
4814,516.8,8m 36.8s,41.58313801,-109.2951647,Auto Landing,61.0,18.6,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,65,11.424,0.013,3.815,3.807,3.802,0,0,1.4,0.1,0,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4815,516.9,8m 36.9s,41.58313812,-109.29516469,Auto Landing,60.4,18.4,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.013,3.815,3.807,3.802,0,0,1.4,1.9,-0.1,-47.2,312.8,1024,1024,1024,958,1024,,Cruise,,,
4816,517,8m 37s,41.5831382,-109.2951647,Auto Landing,59.7,18.2,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.013,3.815,3.807,3.802,0,0,1.4,2.8,-0.5,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4817,517.1,8m 37.1s,41.58313821,-109.29516473,Auto Landing,59.4,18.1,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.013,3.815,3.807,3.802,0,0,1.5,3.5,0.7,-47.3,312.7,1024,1024,1024,1024,1024,,Cruise,,,
4818,517.2,8m 37.2s,41.58313817,-109.29516477,Auto Landing,58.7,17.9,,,0.0,0.0,1.1,0.5,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.013,3.815,3.807,3.802,0,0,1.5,3.9,2.9,-47.4,312.6,1024,1024,1024,1024,1024,,Cruise,,,
4819,517.3,8m 37.3s,41.5831381,-109.29516474,Auto Landing,58.4,17.8,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.013,3.815,3.807,3.802,0,0,1.5,1.1,3.4,-47.5,312.5,1024,1024,1024,1024,1024,,Cruise,,,
4820,517.4,8m 37.4s,41.58313803,-109.29516466,Auto Landing,57.7,17.6,,,0.2,0.1,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,18,5,64,11.424,0.013,3.815,3.807,3.802,0,0.1,1.4,-0.5,3.2,-48.1,311.9,1024,1024,1024,1024,1024,,Cruise,,,
4821,517.5,8m 37.5s,41.58313801,-109.29516453,Auto Landing,57.4,17.5,,,0.2,0.1,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,18,5,64,11.44,0.014,3.82,3.814,3.806,0,0.1,1.4,-2.4,0,-47.4,312.6,1024,1024,1024,1024,1024,,Cruise,,,
4822,517.6,8m 37.6s,41.58313804,-109.29516446,Auto Landing,56.8,17.3,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,18,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.3,-1.3,-0.2,-46.9,313.1,1024,1024,1024,1024,1024,,Cruise,,,
4823,517.7,8m 37.7s,41.5831381,-109.29516447,Auto Landing,56.4,17.2,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,18,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.3,1,0.8,-46.7,313.3,1024,1024,1024,1024,1024,,Cruise,,,
4824,517.8,8m 37.8s,41.58313815,-109.29516452,Auto Landing,55.8,17.0,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.4,2.6,0.3,-46.9,313.1,1024,1024,1024,1024,1024,,Cruise,,,
4825,517.9,8m 37.9s,41.58313817,-109.29516456,Auto Landing,55.4,16.9,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.4,0.6,1,-47.1,312.9,1024,1024,1024,1024,1024,,Cruise,,,
4826,518,8m 38s,41.5831382,-109.29516462,Auto Landing,54.8,16.7,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.4,-0.1,1.6,-47.3,312.7,1024,1024,1024,1024,1024,,Cruise,,,
4827,518.1,8m 38.1s,41.58313824,-109.2951647,Auto Landing,54.5,16.6,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.4,1,2.3,-47.3,312.7,1024,1024,1024,1024,1024,,Cruise,,,
4828,518.2,8m 38.2s,41.58313826,-109.29516481,Auto Landing,53.8,16.4,,,0.0,0.0,1.1,0.5,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.4,2.4,2.5,-47.1,312.9,1024,1024,1024,1024,1024,,Cruise,,,
4829,518.3,8m 38.3s,41.58313826,-109.29516491,Auto Landing,53.5,16.3,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.4,1.3,2.4,-46.9,313.1,1024,1024,1024,1024,1024,,Cruise,,,
4830,518.4,8m 38.4s,41.58313828,-109.29516502,Auto Landing,52.8,16.1,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.3,1.4,2.7,-46.8,313.2,1024,1024,1024,1024,1024,,Cruise,,,
4831,518.5,8m 38.5s,41.58313836,-109.29516509,P-GPS,52.5,16.0,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.3,1.9,0.3,-46.6,313.4,1024,1024,1024,1024,1024,,Cruise,,,
4832,518.6,8m 38.6s,41.58313846,-109.29516515,P-GPS,51.8,15.8,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.44,0.014,3.82,3.814,3.806,0,0,1.3,2.2,-1.5,-46.4,313.6,1024,1024,1024,1024,1024,,Cruise,,,
4833,518.7,8m 38.7s,41.58313852,-109.29516523,P-GPS,51.5,15.7,,,0.2,0.1,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,-0.1,1,-1.9,-0.2,-46,314,1024,1024,1024,1024,1024,,Cruise,,,
4834,518.8,8m 38.8s,41.58313853,-109.29516543,P-GPS,51.2,15.6,,,0.2,0.1,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,-0.1,0.5,-0.2,3.8,-46.2,313.8,1024,1024,1024,1024,1024,,Cruise,,,
4835,518.9,8m 38.9s,41.58313859,-109.29516569,P-GPS,51.2,15.6,,,0.3,0.1,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0.1,-0.1,0.1,5.1,3.4,-46.1,313.9,1024,1024,1024,1024,1024,,Cruise,,,
4836,519,8m 39s,41.58313869,-109.29516589,P-GPS,51.2,15.6,,,0.2,0.1,1.1,0.5,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0.1,0,0,6.7,2.8,-46.3,313.7,1024,1024,1024,1024,1024,,Cruise,,,
4837,519.1,8m 39.1s,41.5831388,-109.295166,P-GPS,51.2,15.6,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,-0.1,6.3,2.7,-46.6,313.4,1024,1024,1024,1024,1024,,Cruise,,,
4838,519.2,8m 39.2s,41.58313887,-109.295166,P-GPS,51.2,15.6,,,0.0,0.0,1.1,0.5,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,-0.1,5.3,1.9,-46.8,313.2,1024,1024,1024,1024,1024,,Cruise,,,
4839,519.3,8m 39.3s,41.58313891,-109.29516592,P-GPS,51.2,15.6,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,-0.1,4.2,1.6,-47,313,1024,1024,1024,1024,1024,,Cruise,,,
4840,519.4,8m 39.4s,41.58313894,-109.29516578,P-GPS,51.5,15.7,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,-0.1,3,1,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4841,519.5,8m 39.5s,41.58313895,-109.29516563,P-GPS,51.2,15.6,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,0,2,1,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4842,519.6,8m 39.6s,41.58313894,-109.2951655,P-GPS,51.2,15.6,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,0,1.7,1.1,-47.1,312.9,1024,1024,1024,1024,1024,,Cruise,,,
4843,519.7,8m 39.7s,41.58313892,-109.29516544,P-GPS,51.2,15.6,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,0,2,0.9,-47.1,312.9,1024,1024,1024,1024,1024,,Cruise,,,
4844,519.8,8m 39.8s,41.58313889,-109.29516541,P-GPS,51.2,15.6,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,0,2,1.3,-47.1,312.9,1024,1024,1024,1024,1024,,Cruise,,,
4845,519.9,8m 39.9s,41.58313886,-109.29516541,P-GPS,51.2,15.6,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,0,1.7,1.7,-47.2,312.8,1024,1024,1024,1024,1024,,Cruise,,,
4846,520,8m 40s,41.58313883,-109.29516545,P-GPS,50.9,15.5,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,0,2.1,1.7,-47.2,312.8,1024,1024,1024,1024,972,,Cruise,,,
4847,520.1,8m 40.1s,41.58313882,-109.2951655,P-GPS,50.9,15.5,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,0,2.2,1.8,-47.2,312.8,1024,1024,1024,1024,595,,Cruise,,,
4848,520.2,8m 40.2s,41.58313878,-109.29516556,P-GPS,50.9,15.5,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,0,3,2,-47.1,312.9,1024,1024,1024,1024,564,,Cruise,,,
4849,520.3,8m 40.3s,41.58313874,-109.29516561,P-GPS,50.9,15.5,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,0.3,4.4,2.6,-47,313,1024,1024,1024,1024,489,,Cruise,,,
4850,520.4,8m 40.4s,41.58313869,-109.29516567,P-GPS,50.5,15.4,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,0.8,4.4,2.4,-47,313,1024,1024,1024,1024,416,,Cruise,,,
4851,520.6,8m 40.6s,41.58313857,-109.29516573,P-GPS,49.5,15.1,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.435,0.011,3.817,3.812,3.806,0,0,1.7,4.1,1.4,-47,313,1024,1024,1024,1024,418,,Cruise,,,
4852,520.7,8m 40.7s,41.58313852,-109.2951657,P-GPS,48.9,14.9,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0,2.1,3.1,0.3,-47.1,312.9,1024,1024,1024,1024,442,,Cruise,,,
4853,520.8,8m 40.8s,41.58313844,-109.2951656,P-GPS,47.9,14.6,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0,2.2,0,-0.6,-46.9,313.1,1024,1024,1024,1024,442,,Cruise,,,
4854,521,8m 41s,41.58313824,-109.29516544,P-GPS,46.3,14.1,,,0.0,0.0,0.0,0.0,2.8,0.9,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0,2.5,1.5,3.2,-46.9,313.1,1024,1024,1024,912,381,,Cruise,,,
4855,521.1,8m 41.1s,41.58313816,-109.29516537,P-GPS,45.3,13.8,,,0.0,0.0,0.0,0.0,2.8,0.9,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0,2.7,1.6,3.9,-46.9,313.1,1024,1024,1024,867,401,,Cruise,,,
4856,521.2,8m 41.2s,41.58313811,-109.29516525,P-GPS,44.3,13.5,,,0.2,0.1,0.0,0.0,2.8,0.9,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0.1,2.8,-0.4,2.9,-47,313,1024,1024,1024,751,403,,Cruise,,,
4857,521.3,8m 41.3s,41.58313812,-109.29516513,P-GPS,43.3,13.2,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0,2.7,-2.6,2,-47.2,312.8,1024,1024,1024,675,406,,Cruise,,,
4858,521.4,8m 41.4s,41.58313819,-109.29516502,P-GPS,42.3,12.9,,,0.0,0.0,0.0,0.0,2.8,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0,2.7,-2.2,0.5,-47.5,312.5,1024,1024,1024,675,406,,Cruise,,,
4859,521.5,8m 41.5s,41.58313832,-109.29516494,P-GPS,41.7,12.7,,,0.2,0.1,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0.1,0,2.7,0.1,-0.4,-48.2,311.8,1024,1024,1024,605,411,,Cruise,,,
4860,521.6,8m 41.6s,41.58313845,-109.29516493,P-GPS,40.7,12.4,,,0.0,0.0,0.0,0.0,2.7,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0,2.6,1.7,-1.3,-49.1,310.9,1024,1024,1024,544,421,,Cruise,,,
4861,521.7,8m 41.7s,41.58313855,-109.29516494,P-GPS,39.7,12.1,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0,2.5,2.2,-0.2,-50.4,309.6,1024,1024,1024,524,421,,Cruise,,,
4862,521.8,8m 41.8s,41.5831386,-109.29516493,P-GPS,39.0,11.9,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0,2.4,1.1,1.6,-52.1,307.9,1024,1024,1024,477,451,,Cruise,,,
4863,521.9,8m 41.9s,41.58313861,-109.2951649,P-GPS,38.4,11.7,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.424,0.014,3.815,3.808,3.801,0,0,2.3,1.9,2.8,-54.4,305.6,1024,1024,1024,469,452,,Cruise,,,
4864,522,8m 42s,41.58313862,-109.29516484,P-GPS,37.7,11.5,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.504,0.011,3.84,3.835,3.829,0,0,2.1,2.4,-0.6,-56.8,303.2,1024,1024,1024,433,462,,Cruise,,,
4865,522.1,8m 42.1s,41.58313861,-109.29516476,P-GPS,37.1,11.3,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.504,0.011,3.84,3.835,3.829,0,0,2,0.3,-1.2,-59.3,300.7,1024,1024,1024,364,462,,Cruise,,,
4866,522.2,8m 42.2s,41.58313857,-109.29516473,P-GPS,36.4,11.1,,,0.0,0.0,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.504,0.011,3.84,3.835,3.829,0,0,1.9,-1.3,1.7,-62.9,297.1,1024,1024,1024,364,464,,Cruise,,,
4867,522.3,8m 42.3s,41.58313859,-109.29516472,P-GPS,35.8,10.9,,,0.2,0.1,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.504,0.011,3.84,3.835,3.829,0,-0.1,1.9,1.3,1.5,-66.8,293.2,1024,1024,1024,364,465,,Cruise,,,
4868,522.4,8m 42.4s,41.5831386,-109.29516473,P-GPS,35.1,10.7,27.2,8.3,0.2,0.1,0.0,0.0,2.6,0.8,41.58314402,-109.2951586,19,5,64,11.504,0.011,3.84,3.835,3.829,0,-0.1,1.9,3.7,3.3,-71.1,288.9,1024,1024,1024,364,464,,Cruise,,,
